Project Name	MedidasMartillo
Measurement Name	M5-GomaNegra
User Name	Default USER

Creation time	5/22/2016 15:4:1
Analyzer	FFT1
Result type	H1
Response Name	[2]-Accel X
Reference Name	[1]-Hammer
Unit	RMS
Average Type	Linear
Average Number (#)	     3      
Average Domain	Spectral

   X_Value   	  Y_Module  	   Y_Phase   	
     Hz     	 (m/s²)/(N) 	      °      	
 3.95000e+002	4.10042e-001	-1.74431e+002	
 3.96250e+002	4.09752e-001	-1.74652e+002	
 3.97500e+002	4.04770e-001	-1.75351e+002	
 3.98750e+002	4.03885e-001	-1.75635e+002	
 4.00000e+002	3.96659e-001	-1.75933e+002	
 4.01250e+002	3.95538e-001	-1.76205e+002	
 4.02500e+002	3.92378e-001	-1.76966e+002	
 4.03750e+002	3.89846e-001	-1.76865e+002	
 4.05000e+002	3.85190e-001	-1.77646e+002	
 4.06250e+002	3.82122e-001	-1.77878e+002	
 4.07500e+002	3.79639e-001	-1.78403e+002	
 4.08750e+002	3.81174e-001	-1.78860e+002	
 4.10000e+002	3.77350e-001	-1.79567e+002	
 4.11250e+002	3.74179e-001	-1.79803e+002	
 4.12500e+002	3.72371e-001	-1.79697e+002	
 4.13750e+002	3.71055e-001	-1.80038e+002	
 4.15000e+002	3.67703e-001	-1.80501e+002	
 4.16250e+002	3.65918e-001	-1.80564e+002	
 4.17500e+002	3.63979e-001	-1.80993e+002	
 4.18750e+002	3.64420e-001	-1.81662e+002	
 4.20000e+002	3.61347e-001	-1.81705e+002	
 4.21250e+002	3.60756e-001	-1.81710e+002	
 4.22500e+002	3.58481e-001	-1.82566e+002	
 4.23750e+002	3.57449e-001	-1.82602e+002	
 4.25000e+002	3.55853e-001	-1.83027e+002	
 4.26250e+002	3.55614e-001	-1.83176e+002	
 4.27500e+002	3.53113e-001	-1.83743e+002	
 4.28750e+002	3.54448e-001	-1.83612e+002	
 4.30000e+002	3.50324e-001	-1.84594e+002	
 4.31250e+002	3.51411e-001	-1.84491e+002	
 4.32500e+002	3.47413e-001	-1.84848e+002	
 4.33750e+002	3.49554e-001	-1.85025e+002	
 4.35000e+002	3.49026e-001	-1.84720e+002	
 4.36250e+002	3.47282e-001	-1.85929e+002	
 4.37500e+002	3.47417e-001	-1.86255e+002	
 4.38750e+002	3.47426e-001	-1.86591e+002	
 4.40000e+002	3.43612e-001	-1.86363e+002	
 4.41250e+002	3.46253e-001	-1.86931e+002	
 4.42500e+002	3.45904e-001	-1.87665e+002	
 4.43750e+002	3.46597e-001	-1.87603e+002	
 4.45000e+002	3.44215e-001	-1.88340e+002	
 4.46250e+002	3.44815e-001	-1.88420e+002	
 4.47500e+002	3.42684e-001	-1.88551e+002	
 4.48750e+002	3.44864e-001	-1.88624e+002	
 4.50000e+002	3.45283e-001	-1.89316e+002	
 4.51250e+002	3.43749e-001	-1.89957e+002	
 4.52500e+002	3.44572e-001	-1.90257e+002	
 4.53750e+002	3.43336e-001	-1.90913e+002	
 4.55000e+002	3.43674e-001	-1.91018e+002	
 4.56250e+002	3.43367e-001	-1.91808e+002	
 4.57500e+002	3.47835e-001	-1.91790e+002	
 4.58750e+002	3.42441e-001	-1.92360e+002	
 4.60000e+002	3.39780e-001	-1.92987e+002	
 4.61250e+002	3.42885e-001	-1.93580e+002	
 4.62500e+002	3.43155e-001	-1.93779e+002	
 4.63750e+002	3.45990e-001	-1.93968e+002	
 4.65000e+002	3.44721e-001	-1.94458e+002	
 4.66250e+002	3.47494e-001	-1.95387e+002	
 4.67500e+002	3.51414e-001	-1.95589e+002	
 4.68750e+002	3.47124e-001	-1.95922e+002	
 4.70000e+002	3.47190e-001	-1.96470e+002	
 4.71250e+002	3.49910e-001	-1.96774e+002	
 4.72500e+002	3.49296e-001	-1.97767e+002	
 4.73750e+002	3.51807e-001	-1.98427e+002	
 4.75000e+002	3.49550e-001	-1.99252e+002	
 4.76250e+002	3.55845e-001	-1.99059e+002	
 4.77500e+002	3.50783e-001	-2.00055e+002	
 4.78750e+002	3.52949e-001	-2.00322e+002	
 4.80000e+002	3.51700e-001	-2.01102e+002	
 4.81250e+002	3.56744e-001	-2.02837e+002	
 4.82500e+002	3.55242e-001	-2.02913e+002	
 4.83750e+002	3.56239e-001	-2.03840e+002	
 4.85000e+002	3.56620e-001	-2.04546e+002	
 4.86250e+002	3.55805e-001	-2.05297e+002	
 4.87500e+002	3.57895e-001	-2.05766e+002	
 4.88750e+002	3.53911e-001	-2.06638e+002	
 4.90000e+002	3.63246e-001	-2.07751e+002	
 4.91250e+002	3.60785e-001	-2.08696e+002	
 4.92500e+002	3.57394e-001	-2.09494e+002	
 4.93750e+002	3.60231e-001	-2.10378e+002	
 4.95000e+002	3.59537e-001	-2.10982e+002	
 4.96250e+002	3.61142e-001	-2.12324e+002	
 4.97500e+002	3.61843e-001	-2.13028e+002	
 4.98750e+002	3.58606e-001	-2.14407e+002	
 5.00000e+002	3.65024e-001	-2.16479e+002	
 5.01250e+002	3.65398e-001	-2.16704e+002	
 5.02500e+002	3.63067e-001	-2.17916e+002	
 5.03750e+002	3.59694e-001	-2.18270e+002	
 5.05000e+002	3.57422e-001	-2.19654e+002	
 5.06250e+002	3.63833e-001	-2.21569e+002	
 5.07500e+002	3.56876e-001	-2.22659e+002	
 5.08750e+002	3.55820e-001	-2.23073e+002	
 5.10000e+002	3.55251e-001	-2.24858e+002	
 5.11250e+002	3.54451e-001	-2.25427e+002	
 5.12500e+002	3.51318e-001	-2.27561e+002	
 5.13750e+002	3.45463e-001	-2.29094e+002	
 5.15000e+002	3.45367e-001	-2.29427e+002	
 5.16250e+002	3.44606e-001	-2.30647e+002	
 5.17500e+002	3.40325e-001	-2.32510e+002	
 5.18750e+002	3.31894e-001	-2.33206e+002	
 5.20000e+002	3.39079e-001	-2.33936e+002	
 5.21250e+002	3.34192e-001	-2.35223e+002	
 5.22500e+002	3.24238e-001	-2.37897e+002	
 5.23750e+002	3.23033e-001	-2.38308e+002	
 5.25000e+002	3.24164e-001	-2.38386e+002	
 5.26250e+002	3.17878e-001	-2.40458e+002	
 5.27500e+002	3.12929e-001	-2.40963e+002	
 5.28750e+002	3.09821e-001	-2.43244e+002	
 5.30000e+002	3.11994e-001	-2.43060e+002	
 5.31250e+002	3.03087e-001	-2.44333e+002	
 5.32500e+002	3.07196e-001	-2.45297e+002	
 5.33750e+002	3.03471e-001	-2.47335e+002	
 5.35000e+002	2.96232e-001	-2.49849e+002	
 5.36250e+002	2.92740e-001	-2.49371e+002	
 5.37500e+002	2.87685e-001	-2.50630e+002	
 5.38750e+002	2.81818e-001	-2.51293e+002	
 5.40000e+002	2.84950e-001	-2.52472e+002	
 5.41250e+002	2.76594e-001	-2.53401e+002	
 5.42500e+002	2.69435e-001	-2.55126e+002	
 5.43750e+002	2.69017e-001	-2.56957e+002	
 5.45000e+002	2.64053e-001	-2.57383e+002	
 5.46250e+002	2.57288e-001	-2.58739e+002	
 5.47500e+002	2.57283e-001	-2.59382e+002	
 5.48750e+002	2.51637e-001	-2.60305e+002	
 5.50000e+002	2.47357e-001	-2.62341e+002	
 5.51250e+002	2.43952e-001	-2.62495e+002	
 5.52500e+002	2.40035e-001	-2.64358e+002	
 5.53750e+002	2.36499e-001	-2.64992e+002	
 5.55000e+002	2.32153e-001	-2.66811e+002	
 5.56250e+002	2.27395e-001	-2.67697e+002	
 5.57500e+002	2.26038e-001	-2.68803e+002	
 5.58750e+002	2.18230e-001	-2.70052e+002	
 5.60000e+002	2.13643e-001	-2.71024e+002	
 5.61250e+002	2.07474e-001	-2.72458e+002	
 5.62500e+002	2.08368e-001	-2.73226e+002	
 5.63750e+002	2.01749e-001	-2.73943e+002	
 5.65000e+002	1.97904e-001	-2.75468e+002	
 5.66250e+002	1.95709e-001	-2.76827e+002	
 5.67500e+002	1.87938e-001	-2.77403e+002	
 5.68750e+002	1.86007e-001	-2.78158e+002	
 5.70000e+002	1.84221e-001	-2.79848e+002	
 5.71250e+002	1.78016e-001	-2.80881e+002	
 5.72500e+002	1.73956e-001	-2.81198e+002	
 5.73750e+002	1.68874e-001	-2.81380e+002	
 5.75000e+002	1.69581e-001	-2.83176e+002	
 5.76250e+002	1.67948e-001	-2.84818e+002	
 5.77500e+002	1.59644e-001	-2.85702e+002	
 5.78750e+002	1.57125e-001	-2.86386e+002	
 5.80000e+002	1.56260e-001	-2.87387e+002	
 5.81250e+002	1.51554e-001	-2.88978e+002	
 5.82500e+002	1.48773e-001	-2.88359e+002	
 5.83750e+002	1.45227e-001	-2.90765e+002	
 5.85000e+002	1.39702e-001	-2.91573e+002	
 5.86250e+002	1.37503e-001	-2.92089e+002	
 5.87500e+002	1.36509e-001	-2.93184e+002	
 5.88750e+002	1.32760e-001	-2.94587e+002	
 5.90000e+002	1.28993e-001	-2.96057e+002	
 5.91250e+002	1.27437e-001	-2.96551e+002	
 5.92500e+002	1.24466e-001	-2.97470e+002	
 5.93750e+002	1.20469e-001	-2.99765e+002	
 5.95000e+002	1.19597e-001	-3.00017e+002	
 5.96250e+002	1.16454e-001	-3.01304e+002	
 5.97500e+002	1.15113e-001	-3.03048e+002	
 5.98750e+002	1.14274e-001	-3.04408e+002	
 6.00000e+002	1.11072e-001	-3.05390e+002	
 6.01250e+002	1.07821e-001	-3.07045e+002	
